# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  8 19:54:38 2023
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
#
pl_name	default_flag	pl_rade	pl_radeerr1	pl_radeerr2	pl_masse	pl_masseerr1	pl_masseerr2
Kepler-115 b	1	1.090	0.210	-0.210			
Kepler-1157 b	1	1.090	0.040	-0.200			
Kepler-1561 b	1	1.090	0.260	-0.180			
Kepler-1589 b	1	1.090	0.440	-0.170			
Kepler-212 b	1	1.090	0.210	-0.210			
Kepler-249 b	1	1.090	0.050	-0.050			
Kepler-332 c	1	1.090	0.080	-0.080			
Kepler-889 b	1	1.090	0.190	-0.130			
Kepler-1909 b	1	1.092					
K2-190 c	1	1.093	0.152	-0.092			
TRAPPIST-1 c	1	1.097	0.014	-0.012	1.30800	0.05600	-0.05600
EPIC 228836835 b	1	1.100	0.300	-0.200			
K2-156 b	1	1.100	0.090	-0.060			
K2-183 b	1	1.100	0.100	-0.080			
K2-239 b	1	1.100	0.100	-0.100			
K2-239 d	1	1.100	0.100	-0.100			
K2-91 b	1	1.100	0.180	-0.180			
Kepler-1406 b	1	1.100	0.180	-0.130			
Kepler-1427 b	1	1.100	0.240	-0.120			
Kepler-374 c	1	1.100	0.570	-0.570			
Kepler-392 c	1	1.100	0.230	-0.230			
Kepler-59 b	1	1.100					
Kepler-1966 b	1	1.105					
K2-19 d	1	1.110	0.050	-0.050	10.00000		
Kepler-1084 b	1	1.110	0.230	-0.150			
Kepler-1117 b	1	1.110	0.170	-0.080			
Kepler-124 d	1	1.110	0.070	-0.070			
Kepler-1434 b	1	1.110	0.210	-0.200			
Kepler-1531 b	1	1.110	0.480	-0.180			
Kepler-327 b	1	1.110	0.050	-0.050			
Kepler-333 c	1	1.110	0.200	-0.200			
Kepler-431 d	1	1.110					
Kepler-446 c	1	1.110	0.180	-0.180			
Kepler-746 b	1	1.110	0.130	-0.090			
Kepler-929 b	1	1.110	0.270	-0.150			
Kepler-1692 b	1	1.112					
TRAPPIST-1 b	1	1.116	0.014	-0.012	1.37400	0.06900	-0.06900
Kepler-589 c	1	1.117					
Kepler-1695 b	1	1.119					
Kepler-1082 b	1	1.120	0.180	-0.130			
Kepler-1164 b	1	1.120	0.040	-0.070			
Kepler-1288 b	1	1.120	0.470	-0.160			
Kepler-1358 b	1	1.120	0.070	-0.100			
Kepler-1869 b	1	1.120					
Kepler-285 c	1	1.120	0.490	-0.490			
Kepler-334 b	1	1.120	0.210	-0.210			
Kepler-381 c	1	1.120	0.250	-0.250			
Kepler-384 b	1	1.120	0.320	-0.320			
Kepler-438 b	1	1.120	0.160	-0.170			
Kepler-756 b	1	1.120	0.090	-0.100			
TRAPPIST-1 g	1	1.129	0.015	-0.013	1.32100	0.03800	-0.03800
GJ 1132 b	1	1.130	0.056	-0.056	1.66000	0.23000	-0.23000
KOI-1831 d	1	1.130	0.050	-0.050	2.23000	0.50000	-0.84000
Kepler-1577 b	1	1.130	0.050	-0.110			
Kepler-169 b	1	1.130	0.080	-0.080			
Kepler-250 b	1	1.130	0.680	-0.680			
Kepler-369 b	1	1.130	0.060	-0.060			
Kepler-384 c	1	1.130	0.330	-0.330			
Kepler-80 g	1	1.130	0.140	-0.140			
Kepler-887 c	1	1.130	0.170	-0.110			
HD 23472 f	1	1.137	0.084	-0.077	0.77000	0.44000	-0.40000
Kepler-1860 b	1	1.139					
Kepler-1263 b	1	1.140	0.280	-0.120			
Kepler-1456 b	1	1.140	0.090	-0.150			
Kepler-1590 b	1	1.140	0.340	-0.150			
Kepler-303 c	1	1.140	0.090	-0.090			
Kepler-320 b	1	1.140	0.540	-0.540			
Kepler-324 b	1	1.140	0.110	-0.110			
Kepler-804 c	1	1.140	0.200	-0.140			
Kepler-806 b	1	1.140	0.330	-0.240			
Kepler-1959 b	1	1.143					
Kepler-1763 b	1	1.147					
LTT 1445 A c	1	1.147	0.055	-0.054	1.54000	0.20000	-0.19000
K2-185 b	1	1.150	0.070	-0.070			
K2-54 b	1	1.150	0.190	-0.190			
Kepler-1199 b	1	1.150	0.210	-0.160			
Kepler-1240 b	1	1.150	0.200	-0.100			
Kepler-1468 c	1	1.150	0.250	-0.130			
Kepler-1553 b	1	1.150	0.100	-0.090			
Kepler-339 c	1	1.150	0.520	-0.520			
TOI-178 b	1	1.152	0.073	-0.070	1.50000	0.39000	-0.44000
Kepler-102 d	1	1.154	0.058	-0.058	3.00000	1.30000	-1.30000
Kepler-1907 c	1	1.155					
K2-122 b	1	1.160	0.100	-0.050			
K2-72 c	1	1.160	0.130	-0.130			
Kepler-135 c	1	1.160	0.230	-0.230			
Kepler-1373 b	1	1.160	0.540	-0.190			
Kepler-1424 b	1	1.160	0.160	-0.120			
Kepler-1541 b	1	1.160	0.100	-0.080			
Kepler-1867 b	1	1.160					
Kepler-316 c	1	1.160	0.120	-0.120			
Kepler-363 b	1	1.160	0.190	-0.190			
K2-400 b	1	1.163	0.051	-0.049			
Kepler-1939 b	1	1.165					
TOI-500 b	1	1.166	0.061	-0.058	1.42000	0.18000	-0.18000
Kepler-1955 b	1	1.167					
LHS 1140 c	1	1.169	0.037	-0.038	1.76000	0.17000	-0.16000
Kepler-1035 b	1	1.170	0.280	-0.110			
Kepler-185 b	1	1.170	0.670	-0.670			
Kepler-186 f	1	1.170	0.080	-0.080			
Kepler-295 c	1	1.170	0.620	-0.620			
Kepler-332 b	1	1.170	0.080	-0.080			
Kepler-339 d	1	1.170	0.530	-0.530			
Kepler-647 b	1	1.170	0.140	-0.110			
TOI-1442 b	1	1.170	0.060	-0.060			
Kepler-1514 c	1	1.176	0.057	-0.044			
Kepler-1902 b	1	1.176					
Kepler-1248 b	1	1.180	0.200	-0.110			
Kepler-1264 b	1	1.180	0.220	-0.120			
Kepler-132 e	1	1.180	0.160	-0.120			
Kepler-1390 b	1	1.180	0.250	-0.130			
Kepler-1430 b	1	1.180	0.090	-0.080			
Kepler-1477 b	1	1.180	0.090	-0.090			
Kepler-1512 b	1	1.180	0.070	-0.110			
Kepler-1537 b	1	1.180	0.060	-0.090			
Kepler-1694 b	1	1.180					
Kepler-1933 b	1	1.180					
Kepler-332 d	1	1.180	0.080	-0.080			
Kepler-341 b	1	1.180	0.620	-0.620			
Kepler-847 b	1	1.180	0.090	-0.050			
LTT 1445 A b	1	1.180	0.060	-0.060			
Kepler-1910 b	1	1.184					
KOI-3503 b	1	1.190	0.240	-0.190	9.20000		
KOI-351 c	1	1.190	0.140	-0.140			
Kepler-1139 b	1	1.190	0.170	-0.080			
Kepler-1213 b	1	1.190	0.130	-0.100			
Kepler-1276 b	1	1.190	0.200	-0.110			
Kepler-1473 b	1	1.190	0.090	-0.080			
Kepler-1499 b	1	1.190	0.250	-0.140			
Kepler-1565 b	1	1.190	0.080	-0.120			
Kepler-206 d	1	1.190	0.240	-0.240			
Kepler-310 b	1	1.190	0.560	-0.560			
Kepler-380 b	1	1.190	0.240	-0.240			
Kepler-775 b	1	1.190	0.040	-0.040			
Kepler-953 c	1	1.190	0.110	-0.090			
K2-384 c	1	1.191	0.053	-0.075			
GJ 1252 b	1	1.193	0.074	-0.074	1.32000	0.28000	-0.28000
Kepler-1735 b	1	1.194					
Kepler-409 b	1	1.199	0.043	-0.043	6.00000		
EPIC 206042996 c	1	1.200	0.200	-0.100			
EPIC 212624936 b	1	1.200	0.300	-0.300			
GJ 357 b	1	1.200	0.060	-0.060			
K2-187 b	1	1.200	0.200	-0.200			
K2-85 b	1	1.200	0.080	-0.070			
Kepler-1500 b	1	1.200	0.220	-0.150			
Kepler-1573 b	1	1.200	0.230	-0.110			
Kepler-1617 b	1	1.200	0.370	-0.160			
Kepler-206 b	1	1.200	0.240	-0.240			
Kepler-208 d	1	1.200	0.230	-0.230			
Kepler-225 b	1	1.200	0.070	-0.070			
Kepler-282 c	1	1.200	0.290	-0.290			
Kepler-304 e	1	1.200	0.060	-0.030			
Kepler-345 c	1	1.200	0.070	-0.070			
Kepler-367 c	1	1.200	0.160	-0.160			
Kepler-770 c	1	1.200	0.190	-0.100			
Kepler-85 d	1	1.200	0.190	-0.190			
Kepler-907 b	1	1.200	0.060	-0.050			
Kepler-1894 b	1	1.201					
Kepler-78 b	1	1.201	0.028	-0.028	1.68000	0.27000	-0.27000
TOI-270 b	1	1.206	0.039	-0.039	1.58000	0.26000	-0.26000
K2-228 b	1	1.210	0.100	-0.060			
K2-279 b	1	1.210	0.140	-0.140			
KOI-3503 c	1	1.210	0.280	-0.090	10.36000		
Kepler-1095 b	1	1.210	0.200	-0.120			
Kepler-1284 b	1	1.210	0.100	-0.070			
Kepler-132 b	1	1.210	0.240	-0.240			
Kepler-169 c	1	1.210	0.080	-0.080			
Kepler-189 b	1	1.210	0.610	-0.610			
Kepler-1894 c	1	1.210	0.370	-0.110			
Kepler-326 d	1	1.210	0.090	-0.090			
Kepler-415 b	1	1.210	0.130	-0.100	119.90000	102.10000	-87.40000
Kepler-743 b	1	1.210	0.030	-0.050			
Kepler-80 f	1	1.210	0.060	-0.050			
Kepler-81 d	1	1.210	0.270	-0.270			
K2-32 e	1	1.212	0.052	-0.046	2.10000	1.30000	-1.10000
LP 791-18 b	1	1.212	0.059	-0.058			
Kepler-1962 b	1	1.215					
Kepler-1855 b	1	1.216					
K2-414 b	1	1.219	0.100	-0.073			
Kepler-495 c	1	1.219					
EPIC 201615463 c	1	1.220	0.210	-0.170			
K2-336 b	1	1.220	0.090	-0.050			
Kepler-1215 b	1	1.220	0.180	-0.120			
Kepler-1223 b	1	1.220	0.060	-0.080			
Kepler-1311 c	1	1.220	0.280	-0.240			
Kepler-1669 d	1	1.220	0.050	-0.060			
Kepler-1834 c	1	1.220	0.050	-0.080			
Kepler-197 d	1	1.220	0.100	-0.100			
Kepler-226 d	1	1.220	0.490	-0.490			
Kepler-295 b	1	1.220	0.640	-0.640			
Kepler-402 b	1	1.220	0.240	-0.240			
Kepler-763 b	1	1.220	0.090	-0.080			
Kepler-908 b	1	1.220	0.100	-0.080			
Kepler-1832 b	1	1.227					
Kepler-534 c	1	1.227					
K2-88 b	1	1.230	0.250	-0.250			
Kepler-1055 b	1	1.230	0.070	-0.060			
Kepler-1104 b	1	1.230	0.140	-0.100			
Kepler-1146 b	1	1.230	0.100	-0.080			
Kepler-1414 b	1	1.230	0.090	-0.080			
Kepler-1481 b	1	1.230	0.080	-0.060			
Kepler-1595 b	1	1.230	0.090	-0.100			
Kepler-1646 b	1	1.230	0.280	-0.240			
Kepler-197 c	1	1.230	0.040	-0.040			
Kepler-1987 b	1	1.230	0.110	-0.090			
Kepler-252 b	1	1.230	0.120	-0.120			
Kepler-271 b	1	1.230	0.080	-0.070			
Kepler-54 c	1	1.230					
Kepler-882 b	1	1.230	0.150	-0.090			
Kepler-884 b	1	1.230	0.050	-0.050			
K2-413 c	1	1.233	0.057	-0.059			
Kepler-167 d	1	1.238	0.064	-0.064			
Kepler-1952 b	1	1.239					
HD 260655 b	1	1.240	0.023	-0.023	2.14000	0.34000	-0.34000
Kepler-1096 b	1	1.240	0.370	-0.080			
Kepler-1311 b	1	1.240	0.250	-0.260			
Kepler-1386 b	1	1.240	0.380	-0.130			
Kepler-286 b	1	1.240	0.250	-0.250			
Kepler-352 c	1	1.240	0.100	-0.100			
Kepler-354 d	1	1.240	0.400	-0.400			
Kepler-373 c	1	1.240	0.620	-0.620			
Kepler-383 c	1	1.240	0.490	-0.490			
GJ 9827 c	1	1.241	0.024	-0.026	1.30000		
LHS 1478 b	1	1.242	0.051	-0.049	2.33000	0.20000	-0.20000
TOI-2096 b	1	1.243	0.077	-0.072			
K2-83 b	1	1.244	0.098	-0.098			
K2-130 b	1	1.250	0.200	-0.140			
Kepler-101 c	1	1.250	0.190	-0.170	3.78000		
Kepler-1074 b	1	1.250	0.240	-0.090			
Kepler-1197 b	1	1.250	0.030	-0.090			
Kepler-1363 b	1	1.250	0.090	-0.080			
Kepler-1377 b	1	1.250	0.090	-0.080			
Kepler-1399 b	1	1.250	0.220	-0.110			
Kepler-150 b	1	1.250	0.190	-0.190			
Kepler-169 d	1	1.250	0.090	-0.090			
Kepler-186 c	1	1.250	0.140	-0.140			
Kepler-403 b	1	1.250	0.220	-0.220			
Kepler-445 d	1	1.250	0.190	-0.190			
Kepler-466 c	1	1.250	0.100	-0.070			
Kepler-826 b	1	1.250	0.200	-0.140			
TOI-2095 b	1	1.250	0.070	-0.070	4.10000		
TOI-2445 b	1	1.250	0.080	-0.080			
TOI-1807 b	1	1.258	0.040	-0.039			
EPIC 212587672 b	1	1.260	0.110	-0.090			
Kepler-1029 b	1	1.260	0.080	-0.070			
Kepler-114 b	1	1.260	0.130	-0.130			
Kepler-134 c	1	1.260	0.250	-0.250			
Kepler-1440 b	1	1.260	0.230	-0.140			
Kepler-1618 b	1	1.260	0.520	-0.240			
Kepler-162 b	1	1.260	0.670	-0.670			
Kepler-1697 b	1	1.260					
Kepler-211 b	1	1.260	0.090	-0.090			
Kepler-755 c	1	1.260	0.050	-0.050			
Kepler-1688 b	1	1.262					
GJ 3473 b	1	1.264	0.050	-0.049	1.86000	0.30000	-0.30000
Kepler-1370 c	1	1.270	0.560	-0.180			
Kepler-1372 b	1	1.270	0.440	-0.130			
Kepler-1591 b	1	1.270	0.410	-0.190			
Kepler-181 b	1	1.270	0.620	-0.620			
Kepler-186 e	1	1.270	0.150	-0.140			
Kepler-380 c	1	1.270	0.280	-0.280			
Kepler-404 b	1	1.270	0.550	-0.550			
Kepler-732 c	1	1.270	0.070	-0.100			
Kepler-831 b	1	1.270	0.100	-0.070			
Kepler-85 e	1	1.270	0.200	-0.200			
TOI-833 b	1	1.270	0.070	-0.070			
K2-169 b	1	1.273	0.107	-0.077			
Kepler-1741 b	1	1.273					
K2-165 b	1	1.274	0.145	-0.097			
K2-158 c	1	1.280	0.130	-0.100			
Kepler-1008 b	1	1.280	0.070	-0.050			
Kepler-1037 b	1	1.280	0.090	-0.070			
Kepler-1124 b	1	1.280	0.120	-0.070			
Kepler-132 c	1	1.280	0.250	-0.250			
Kepler-1357 b	1	1.280	0.200	-0.110			
Kepler-1420 b	1	1.280	0.140	-0.120			
Kepler-235 c	1	1.280	0.080	-0.080			
Kepler-776 b	1	1.280	0.110	-0.070			
Kepler-787 b	1	1.280	0.060	-0.070			
TOI-1468 b	1	1.280	0.038	-0.039	3.21000	0.24000	-0.24000
TOI-431 b	1	1.280	0.040	-0.040	3.07000	0.35000	-0.35000
K2-233 c	1	1.281	0.022	-0.021	12.81000		
K2-407 b	1	1.283	0.097	-0.089			
Kepler-1953 b	1	1.286					
Kepler-1693 b	1	1.289					
Kepler-1945 b	1	1.289					
K2-72 e	1	1.290	0.140	-0.130			
Kepler-1012 b	1	1.290	0.080	-0.060			
Kepler-1415 b	1	1.290	0.120	-0.080			
Kepler-1429 b	1	1.290	0.350	-0.140			
Kepler-1574 b	1	1.290	0.280	-0.150			
Kepler-1603 b	1	1.290	0.470	-0.190			
Kepler-173 b	1	1.290	0.640	-0.640			
Kepler-211 c	1	1.290	0.090	-0.090			
Kepler-312 b	1	1.290	0.250	-0.250			
Kepler-393 b	1	1.290	0.250	-0.250			
EPIC 201595106 b	1	1.300	0.100	-0.100			
K2-102 b	1	1.300	0.100	-0.100			
K2-211 b	1	1.300	0.200	-0.200			
K2-90 c	1	1.300	0.130	-0.110			
Kepler-1098 b	1	1.300	0.240	-0.140			
Kepler-1254 c	1	1.300	0.070	-0.120			
Kepler-1379 b	1	1.300	0.120	-0.090			
Kepler-1568 b	1	1.300	0.210	-0.150			
Kepler-1833 b	1	1.300					
Kepler-367 b	1	1.300	0.160	-0.160			
Kepler-507 b	1	1.300	0.240	-0.170			
Kepler-796 b	1	1.300	0.360	-0.220			
TOI-206 b	1	1.300	0.050	-0.050			
LHS 3844 b	1	1.303	0.022	-0.022			
GJ 486 b	1	1.305	0.063	-0.067	2.82000	0.11000	-0.12000
Kepler-1960 b	1	1.307					
EPIC 205950854 c	1	1.310	0.144	-0.063			
HD 137496 b	1	1.310	0.060	-0.050	4.04000	0.55000	-0.55000
HD 219134 f	1	1.310	0.020	-0.020	7.30000	0.40000	-0.40000
KOI-351 b	1	1.310	0.170	-0.170			
Kepler-105 c	1	1.310	0.070	-0.070	4.60000	0.92000	-0.85000
Kepler-1254 d	1	1.310	0.090	-0.110			
Kepler-1298 b	1	1.310	0.230	-0.230			
Kepler-1436 b	1	1.310	0.350	-0.180			
Kepler-1441 b	1	1.310	0.220	-0.130			
Kepler-1575 b	1	1.310	0.200	-0.130			
Kepler-1623 b	1	1.310	0.310	-0.180			
Kepler-354 c	1	1.310	0.420	-0.420			
Kepler-374 d	1	1.310	0.700	-0.700			
Kepler-62 b	1	1.310	0.040	-0.040	9.00000		
Kepler-821 b	1	1.310	0.100	-0.080			
TOI-1860 b	1	1.310	0.040	-0.040			
K2-369 b	1	1.313	0.101	-0.095			
Kepler-1783 b	1	1.319					
K2-35 b	1	1.320	0.080	-0.080			
Kepler-100 b	1	1.320	0.040	-0.040	7.34000	3.20000	-3.20000
Kepler-1156 b	1	1.320	0.140	-0.090			
Kepler-1179 b	1	1.320	0.090	-0.080			
Kepler-1193 b	1	1.320	0.210	-0.170			
Kepler-1506 b	1	1.320	0.190	-0.130			
Kepler-157 b	1	1.320	0.260	-0.260			
Kepler-217 d	1	1.320	0.360	-0.270			
Kepler-255 d	1	1.320	0.140	-0.100			
Kepler-292 b	1	1.320	0.140	-0.140			
Kepler-299 b	1	1.320	0.270	-0.270			
Kepler-333 b	1	1.320	0.160	-0.160			
Kepler-382 b	1	1.320	0.630	-0.630			
Kepler-383 b	1	1.320	0.520	-0.520			
Kepler-395 c	1	1.320	0.090	-0.090			
Kepler-603 d	1	1.320	0.250	-0.130			
Kepler-617 b	1	1.320	0.070	-0.070			
Kepler-90 i	1	1.320	0.210	-0.210			
LP 890-9 b	1	1.320	0.053	-0.027	13.20000		
LTT 3780 b	1	1.320	0.060	-0.060	2.47000	0.24000	-0.24000
Kepler-1671 b	1	1.326					
Kepler-1888 b	1	1.326					
K2-148 b	1	1.330	0.190	-0.180			
K2-268 e	1	1.330	0.110	-0.080			
K2-316 b	1	1.330	0.100	-0.090			
Kepler-1028 b	1	1.330	0.150	-0.110			
Kepler-1185 b	1	1.330	0.080	-0.050			
Kepler-1190 b	1	1.330	0.050	-0.110			
Kepler-1224 b	1	1.330	0.120	-0.080			
Kepler-1253 b	1	1.330	0.180	-0.180			
Kepler-144 b	1	1.330	0.260	-0.260			
Kepler-1498 b	1	1.330	0.110	-0.090			
Kepler-1508 b	1	1.330	0.530	-0.260			
Kepler-1587 b	1	1.330	0.470	-0.240			
Kepler-1987 c	1	1.330	0.120	-0.090			
Kepler-220 e	1	1.330	0.120	-0.120			
Kepler-251 b	1	1.330	0.240	-0.240			
Kepler-286 d	1	1.330	0.270	-0.270			
Kepler-348 c	1	1.330	0.250	-0.250			
Kepler-393 c	1	1.330	0.310	-0.310			
Kepler-707 b	1	1.330	0.090	-0.100			
Kepler-931 b	1	1.330	0.140	-0.090			
TOI-2095 c	1	1.330	0.080	-0.080	7.40000		
GJ 806 b	1	1.331	0.023	-0.023	1.90000	0.17000	-0.17000
K2-368 b	1	1.332	0.107	-0.100			
K2-133 b	1	1.340	0.077	-0.076			
Kepler-1107 b	1	1.340	0.100	-0.080			
Kepler-128 c	1	1.340	0.080	-0.080	0.90000	0.58000	-0.29000
Kepler-1319 b	1	1.340	0.720	-0.080			
Kepler-1602 b	1	1.340	0.580	-0.230			
Kepler-191 b	1	1.340	0.660	-0.660			
Kepler-285 b	1	1.340	0.580	-0.580			
Kepler-442 b	1	1.340	0.110	-0.180			
L 98-59 c	1	1.340	0.070	-0.070	2.42000	0.35000	-0.34000
K2-233 b	1	1.343	0.018	-0.016	11.26000		
K2-384 e	1	1.345	0.139	-0.082			
K2-219 b	1	1.348	0.202	-0.181			
HD 93963 A b	1	1.350	0.042	-0.042	7.80000	3.20000	-3.20000
K2-188 b	1	1.350	0.110	-0.110			
Kepler-1114 b	1	1.350	0.080	-0.070			
Kepler-1244 b	1	1.350	0.630	-0.250			
Kepler-1265 b	1	1.350	0.070	-0.130			
Kepler-144 c	1	1.350	0.260	-0.260			
Kepler-1532 b	1	1.350	0.180	-0.120			
Kepler-1631 b	1	1.350	0.200	-0.150			
Kepler-301 b	1	1.350	0.720	-0.720			
Kepler-301 c	1	1.350	0.720	-0.720			
Kepler-330 b	1	1.350	0.530	-0.530			
Kepler-446 d	1	1.350	0.220	-0.220			
Kepler-935 b	1	1.350	0.080	-0.070			
Kepler-1965 b	1	1.354					
K2-190 b	1	1.357	0.176	-0.102			
Kepler-1912 b	1	1.357					
K2-407 c	1	1.360	0.096	-0.088			
Kepler-1246 b	1	1.360	0.200	-0.220			
Kepler-1459 b	1	1.360	0.100	-0.080			
Kepler-1680 b	1	1.360					
Kepler-262 b	1	1.360	0.590	-0.590			
Kepler-295 d	1	1.360	0.720	-0.720			
Kepler-372 b	1	1.360	0.590	-0.590			
Kepler-373 b	1	1.360	0.670	-0.670			
Kepler-757 b	1	1.360	0.460	-0.220			
Kepler-997 b	1	1.360	0.330	-0.260			
TOI-1411 b	1	1.360	0.160	-0.160			
K2-368 c	1	1.361	0.114	-0.106			
TOI-411 b	1	1.362	0.040	-0.040	13.71000		
K2-200 b	1	1.364	0.143	-0.105			
LP 890-9 c	1	1.367	0.055	-0.039	25.30000		
HIP 29442 d	1	1.370	0.110	-0.110	5.10000	0.40000	-0.40000
K2-352 b	1	1.370	0.100	-0.070			
Kepler-1300 b	1	1.370	0.300	-0.310			
Kepler-1332 b	1	1.370	0.090	-0.050			
Kepler-1437 b	1	1.370	0.170	-0.130			
Kepler-240 b	1	1.370	0.560	-0.560			
Kepler-286 c	1	1.370	0.270	-0.270			
Kepler-320 c	1	1.370	0.640	-0.640			
Kepler-793 b	1	1.370	0.280	-0.160			
Kepler-901 b	1	1.370	0.070	-0.060			
Kepler-932 b	1	1.370	0.130	-0.100			
K2-203 b	1	1.371	0.275	-0.121			
K2-391 b	1	1.371	0.284	-0.188			
K2-270 b	1	1.380	0.110	-0.110			
K2-349 b	1	1.380	0.100	-0.070			
Kepler-1120 b	1	1.380	0.090	-0.070			
Kepler-1315 b	1	1.380	0.080	-0.060			
Kepler-353 c	1	1.380	0.070	-0.070			
Kepler-402 d	1	1.380	0.270	-0.270			
Kepler-629 b	1	1.380	0.060	-0.040			
Kepler-84 d	1	1.380	0.270	-0.270			
Kepler-914 b	1	1.380	0.170	-0.120			
Kepler-923 b	1	1.380	0.290	-0.190			
Kepler-323 b	1	1.381	0.035	-0.035	3.90000		
Kepler-1216 b	1	1.390	0.220	-0.110			
Kepler-1394 b	1	1.390	0.200	-0.220			
Kepler-1904 b	1	1.390					
Kepler-208 c	1	1.390	0.260	-0.260			
Kepler-224 b	1	1.390	0.090	-0.090			
Kepler-377 b	1	1.390	0.270	-0.270			
Kepler-386 b	1	1.390	0.820	-0.820			
L 168-9 b	1	1.390	0.090	-0.090	4.60000	0.56000	-0.56000
TOI-1749 b	1	1.390	0.210	-0.190	57.00000		
Kepler-1761 b	1	1.391					
K2-384 d	1	1.392	0.118	-0.075			
Kepler-716 c	1	1.393					
TOI-1444 b	1	1.397	0.064	-0.064	3.87000	0.71000	-0.71000
EPIC 206024342 c	1	1.400	0.500	-0.500			
K2-187 c	1	1.400	0.200	-0.200			
K2-201 b	1	1.400	0.135	-0.077			
Kepler-1145 b	1	1.400	0.110	-0.110			
Kepler-1229 b	1	1.400	0.110	-0.130			
Kepler-127 b	1	1.400	0.050	-0.050			
Kepler-1301 b	1	1.400	0.130	-0.080			
Kepler-186 d	1	1.400	0.160	-0.160			
Kepler-326 c	1	1.400	0.100	-0.100			
Kepler-329 b	1	1.400	0.250	-0.250			
Kepler-770 d	1	1.400	0.190	-0.110			
Kepler-1848 b	1	1.409					
Kepler-1205 b	1	1.410	0.100	-0.090			
Kepler-1383 b	1	1.410	0.630	-0.290			
Kepler-141 c	1	1.410	0.090	-0.090			
Kepler-1471 b	1	1.410	0.200	-0.140			
Kepler-1493 b	1	1.410	0.270	-0.230			
Kepler-1604 b	1	1.410	0.190	-0.110			
Kepler-164 b	1	1.410	0.280	-0.280			
Kepler-187 b	1	1.410	0.280	-0.280			
Kepler-1921 c	1	1.410	0.330	-0.570			
Kepler-237 b	1	1.410	0.750	-0.750			
Kepler-334 d	1	1.410	0.260	-0.260			
Kepler-369 c	1	1.410	0.060	-0.060			
Kepler-537 b	1	1.410	0.060	-0.040			
Kepler-62 f	1	1.410	0.070	-0.070	35.00000		
Kepler-656 c	1	1.410	0.380	-0.110			
Kepler-905 b	1	1.410	0.050	-0.050			
TOI-1693 b	1	1.410	0.100	-0.100			
Kepler-1813 b	1	1.413					
Kepler-1038 c	1	1.416					
K2-170 b	1	1.418	0.202	-0.131			
K2-128 b	1	1.420	0.160	-0.130			
Kepler-1075 b	1	1.420	0.160	-0.330			
Kepler-1088 b	1	1.420	0.110	-0.100			
Kepler-1231 b	1	1.420	0.300	-0.120			
Kepler-1274 b	1	1.420	0.100	-0.100			
Kepler-1290 b	1	1.420	0.210	-0.130			
Kepler-1303 b	1	1.420	0.350	-0.140			
Kepler-339 b	1	1.420	0.660	-0.660			
Kepler-403 d	1	1.420	0.300	-0.190			
Kepler-65 b	1	1.420	0.030	-0.030			
Kepler-763 c	1	1.420	0.070	-0.100			
Kepler-922 b	1	1.420	0.180	-0.110			
Kepler-1825 b	1	1.422					
K2-198 c	1	1.423	0.081	-0.036			
TOI-561 b	1	1.425	0.037	-0.037	2.00000	0.23000	-0.23000
Kepler-1686 b	1	1.426					
K2-36 b	1	1.430	0.080	-0.080	4.30000	1.40000	-1.40000
Kepler-1259 b	1	1.430	0.070	-0.100			
Kepler-128 b	1	1.430	0.090	-0.090	0.77000	0.48000	-0.25000
Kepler-1302 b	1	1.430	0.150	-0.090			
Kepler-1366 b	1	1.430	0.100	-0.100			
Kepler-1380 b	1	1.430	0.260	-0.110			
Kepler-176 b	1	1.430	0.730	-0.730			
Kepler-272 b	1	1.430	0.770	-0.770			
Kepler-311 c	1	1.430	0.280	-0.280			
Kepler-334 c	1	1.430	0.260	-0.260			
Kepler-399 c	1	1.430	0.770	-0.770			
Kepler-406 b	1	1.430	0.030	-0.030	6.35000	1.40000	-1.40000
Kepler-773 b	1	1.430	0.090	-0.070			
Kepler-876 b	1	1.430	0.100	-0.090			
K2-219 c	1	1.438	0.214	-0.192			
K2-162 b	1	1.440	0.110	-0.070			
Kepler-1007 b	1	1.440	0.070	-0.070			
Kepler-1149 b	1	1.440	0.260	-0.170			
Kepler-1218 b	1	1.440	0.150	-0.140			
Kepler-1245 b	1	1.440	0.120	-0.100			
Kepler-1245 c	1	1.440	0.130	-0.080			
Kepler-1310 b	1	1.440	0.160	-0.120			
Kepler-203 d	1	1.440	0.280	-0.280			
Kepler-605 b	1	1.440	0.170	-0.090			
TOI-198 b	1	1.440	0.080	-0.080			
TOI-237 b	1	1.440	0.120	-0.120			
Kepler-1905 b	1	1.446					
Kepler-1126 c	1	1.450	0.180	-0.180			
Kepler-1226 b	1	1.450	0.260	-0.150			
