# Update the catalog by copy/pasting the content from the NASA Exoplanet Archive's Table Access Protocol (TAP)
# https://exoplanetarchive.ipac.caltech.edu/TAP/sync?query=select+pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_eqt+from+ps+where+default_flag=1&format=tsv
#
# or this link if you want to use best planet mass estimate (mass, m*sin(i), or m*sin(i)/sin(i)):
# https://exoplanetarchive.ipac.caltech.edu/TAP/sync?query=select+pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_eqt+from+ps+where+default_flag=1&format=tsv
#
# Last update: 2024/04/24 - normal mass
# Warning: remember to keep this header (10 lines, 1st planet on line 11)
#
# pl_name	pl_rade	pl_radeerr1	pl_radeerr2	pl_masse	pl_masseerr1	pl_masseerr2	pl_eqt
Kepler-447 b	18.490	6.610	-6.280	435.41000	152.55000	-146.20000	
TOI-4010 c	5.930	0.110	-0.120	20.31000	2.13000	-2.11000	9.07000000000e+02
HATS-55 b	14.022	0.291	-0.291	292.72143	24.15508	-24.15508	1.36700000000e+03
HAT-P-52 b	11.310	0.807	-0.807	259.98494	9.21707	-9.21707	1.21800000000e+03
HATS-5 b	10.223	0.280	-0.280	75.32300	3.81400	-3.91400	1.02500000000e+03
Qatar-7 b	19.055	0.336	-0.336	597.52040	79.45750	-79.45750	2.05300000000e+03
K2-132 b	14.572	0.785	-0.785	155.73670	19.06980	-19.06980	
HATS-29 b	14.022	0.684	-0.684	207.54299	20.02329	-20.02329	1.21200000000e+03
WASP-50 b	13.070	0.482	-0.482	466.82870	29.24036	-29.24036	1.39484000000e+03
TOI-431 b	1.280	0.040	-0.040	3.07000	0.35000	-0.35000	1.86200000000e+03
WASP-90 b	18.271	1.009	-1.009	200.23290	22.24810	-22.24810	1.84000000000e+03
TOI-431 c							8.67000000000e+02
K2-266 b	3.300	1.800	-1.300				1.51500000000e+03
WASP-61 b	15.805	2.466	-2.466	851.78440	266.97720	-266.97720	
HD 2685 b	16.141	0.560	-0.560	371.86110	38.13960	-38.13960	2.06100000000e+03
K2-237 b	16.197	0.549	-0.504	433.20012	34.96112	-29.24021	1.82800000000e+03
HAT-P-39 b	17.609	1.211	-0.908	190.37200	31.46400	-31.46400	1.75200000000e+03
TOI-5542 b	11.310	0.404	-0.392	419.53350	31.78284	-31.78284	4.41000000000e+02
TOI-421 c	5.090	0.160	-0.150	16.42000	1.06000	-1.04000	6.73600000000e+02
TOI-451 d	4.070	0.150	-0.150				7.22000000000e+02
NGTS-2 b	17.878	0.527	-0.504	235.19420	41.31790	-38.13960	1.46800000000e+03
GJ 1132 c							3.00000000000e+02
TOI-700 b	0.914	0.053	-0.049				
WASP-28 b	13.664	0.314	-0.314	282.54945	18.43405	-18.43405	1.45600000000e+03
WASP-49 b	12.442	1.233	-1.233	117.59710	25.42640	-25.42640	
HAT-P-51 b	13.507	0.191	-0.179	97.57332	6.67440	-6.35657	1.16820000000e+03
TOI-904 b	2.426	0.163	-0.152				4.29430000000e+02
HATS-13 b	13.585	0.392	-0.392	172.58169	22.88376	-22.88376	1.24400000000e+03
TOI-5238 b	5.220						
WASP-84 c	1.950	0.120	-0.120	15.20000	4.50000	-4.20000	1.32900000000e+03
HAT-P-38 b	9.247	1.031	-0.706	84.85700	6.35600	-6.35600	1.08200000000e+03
WASP-144 b	9.528	0.560	-0.560	139.84520	19.06980	-19.06980	1.26000000000e+03
TOI-125 c	2.759	0.100	-0.100	6.63000	0.99000	-0.99000	8.27800000000e+02
WASP-75 b	14.235	0.538	-0.538	340.06000	15.89000	-15.89000	1.71000000000e+03
HAT-P-13 c							
WASP-17 b	20.961	2.690	-2.690	247.90740	73.10090	-73.10090	
WASP-120 b	16.511	1.076	-1.076	1541.47550	66.74430	-66.74430	1.88000000000e+03
KELT-6 c							
TOI-905 b	13.126	0.594	-0.572	211.99261	13.34886	-13.03103	1.19200000000e+03
WASP-67 b	12.890	1.233	-1.233	136.66690	28.60470	-28.60470	
WASP-11 b	12.442	1.121	-1.121	251.08570	54.03110	-54.03110	
TOI-561 e	2.550	0.120	-0.130	12.60000	1.40000	-1.40000	4.15000000000e+02
WASP-7 b	14.908	1.042	-1.042	305.11680	41.31790	-41.31790	1.48700000000e+03
XO-2 S c							
TOI-1749 d	2.520	0.150	-0.150	15.00000			5.33000000000e+02
TOI-2158 b	10.761	0.135	-0.135	260.61929	25.42627	-25.42627	1.18800000000e+03
HD 103774 b							
HD 109271 c							
Kepler-450 d	0.837	0.068	-0.068				
HD 10647 b							
HATS-48 A b	8.967	0.168	-0.168	77.23269	6.99226	-9.53490	9.54600000000e+02
TOI-3757 b	12.000	0.400	-0.500	85.30000	8.80000	-8.70000	7.59000000000e+02
Kepler-30 c	12.300	0.400	-0.400	640.00000	50.00000	-50.00000	
HIP 57274 c							
BD+15 2940 b							
mu Leo b							
WASP-55 b	14.908	1.457	-1.457	193.87630	41.31790	-41.31790	
TOI-2076 d	3.232	0.063	-0.063				5.30400000000e+02
WASP-23 b	10.783	0.527	-0.628	280.95000	27.96800	-31.46400	
WASP-47 b	12.640	0.150	-0.150	363.60000	7.30000	-7.30000	
HAT-P-18 b	11.153	0.583	-0.583	62.61000	4.13200	-4.13200	8.52000000000e+02
HATS-23 b	20.849	3.363	-4.484	467.21010	22.88376	-22.88376	1.65400000000e+03
L 98-59 e							3.42000000000e+02
HAT-P-46 b	14.392	3.038	-1.491	156.68400	26.06100	-16.52600	1.45800000000e+03
TOI-561 d	2.820	0.070	-0.070	13.20000	1.00000	-0.90000	5.98000000000e+02
HATS-72 b	8.097	0.036	-0.036	39.85588	1.23954	-1.23954	7.39300000000e+02
Kepler-6 b	14.617	0.202	-0.370	212.31044	12.07754	-11.12405	1.46000000000e+03
HD 17156 b	12.330	0.336	-0.336	1115.58330	66.74430	-66.74430	
HAT-P-5 b	13.563	1.121	-1.121	311.47340	63.56600	-63.56600	
KELT-11 b	15.132	1.121	-1.121	54.34893	4.76745	-4.76745	
HATS-11 b	18.030	0.720	-0.720				1.59600000000e+03
HD 106315 b	2.440	0.170	-0.170	12.60000	3.20000	-3.20000	1.15300000000e+03
Kepler-105 b	4.810	1.530	-1.530				1.41800000000e+03
HD 89345 b	7.398	0.314	-0.336	34.96130	5.40311	-5.72094	1.08900000000e+03
HAT-P-53 b	14.773	1.020	-1.020	471.65972	17.79848	-17.79848	1.77800000000e+03
TOI-1298 b	9.427	0.235	-0.235	113.14691	10.17051	-10.17051	1.38800000000e+03
HAT-P-20 b	9.718	0.370	-0.370	2302.89900	59.43200	-59.43200	9.70000000000e+02
Qatar-1 b	12.812	0.291	-0.280	411.27202	16.52716	-15.57367	1.41800000000e+03
Kepler-91 b	15.323	0.773	-0.673	257.44230	57.20940	-54.03110	2.04000000000e+03
DENIS-P J082303.1-491201 b				9057.77000	603.85000	-603.85000	
TOI-4342 b	2.266	0.038	-0.038				6.33600000000e+02
TOI-1669 b							
DH Tau b				3496.00000	3178.00000	-953.00000	
GJ 367 c							
GJ 367 d							
GJ 3090 b	2.130	0.110	-0.110	3.34000	0.72000	-0.72000	6.93000000000e+02
HD 3167 c	3.000	0.450	-0.210	11.13000	0.78000	-0.74000	5.64000000000e+02
TOI-2134 c	7.270	0.420	-0.420	41.89000	7.69000	-7.83000	3.06000000000e+02
TOI-1860 b	1.310	0.040	-0.040				1.88500000000e+03
91 Aqr b							
Kepler-48 c	2.710	0.140	-0.140	14.61000	2.30000	-2.30000	
HD 207897 b	2.501	0.082	-0.078	14.40000	1.60000	-1.60000	6.32200000000e+02
Kepler-113 c	2.180	0.060	-0.060	8.70000			
Kepler-113 b	1.820	0.050	-0.050	11.70000	4.20000	-4.20000	
Kepler-48 d	2.040	0.110	-0.110	7.93000	4.60000	-4.60000	
Kepler-98 b	1.990	0.220	-0.220	3.55000	1.60000	-1.60000	
Kepler-131 b	2.410	0.200	-0.200	16.13000	3.50000	-3.50000	
Kepler-99 b	1.480	0.080	-0.080	6.15000	1.30000	-1.30000	
Kepler-406 b	1.430	0.030	-0.030	6.35000	1.40000	-1.40000	
Kepler-407 b	1.070	0.020	-0.020	3.20000			
LP 890-9 c	1.367	0.055	-0.039	25.30000			2.72000000000e+02
Kepler-855 b	8.350	1.700	-0.810				
TOI-3693 b	12.599	0.325	-0.258	324.18498	76.27882	-69.92225	8.01000000000e+02
Kepler-4 b	4.002	0.213	-0.213	24.47200	3.81400	-3.81400	1.65000000000e+03
TOI-1470 c	2.470	0.020	-0.020	7.24000	2.87000	-2.77000	3.73000000000e+02
OGLE-2019-BLG-0362L b				1036.12061	263.79758	-184.34048	
OGLE-2016-BLG-1093L b				225.65817	38.13941	-38.13941	
OGLE-2014-BLG-0124L b				206.58846	13.98445	-13.98445	
LHS 1678 c	0.941	0.051	-0.050				
LHS 1678 d	0.981	0.070	-0.072				
GJ 9827 b	1.440	0.090	-0.070	4.28000	0.35000	-0.33000	1.03501000000e+03
GJ 9827 c	1.130	0.070	-0.050	1.86000	0.37000	-0.39000	7.15940000000e+02
GJ 9827 d	1.890	0.160	-0.140	3.02000	0.58000	-0.57000	5.99680000000e+02
HD 77946 b	2.705	0.086	-0.081	8.38000	1.32000	-1.32000	
Kepler-94 c				3126.00000	200.00000	-200.00000	
Kepler-97 c				344.00000			
Kepler-407 c				4000.00000	2000.00000	-2000.00000	
Kepler-37 e							
TOI-1408 b	16.813			537.13001	63.56568	-63.56568	
Kepler-403 d	1.420	0.300	-0.190				
Kepler-507 b	1.300	0.240	-0.170				
Kepler-19 d				22.50000	1.20000	-5.60000	
Kepler-90 i	1.320	0.210	-0.210				7.09000000000e+02
Kepler-56 d							
K2-285 b	2.590	0.060	-0.060	9.68000	1.21000	-1.37000	1.08890000000e+03
HD 260655 b	1.240	0.023	-0.023	2.14000	0.34000	-0.34000	7.09000000000e+02
Kepler-25 d				71.90000	9.80000	-9.80000	
Kepler-411 d	3.319	0.104	-0.104	15.20000	5.10000	-5.10000	4.10000000000e+02
DMPP-4 b							
K2-216 b	1.750	0.170	-0.100	8.00000	1.60000	-1.60000	1.10300000000e+03
TOI-519 b	11.545	0.336	-0.336	147.15455	26.06193	-27.96890	6.87000000000e+02
K2-285 c	3.530	0.080	-0.080	15.68000	2.28000	-2.13000	7.41400000000e+02
TOI-1338 c							
Kepler-619 d	4.170	1.310	-0.440				8.30000000000e+02
Kepler-619 c	1.690	0.390	-0.170				
KMT-2019-BLG-0297L b				6038.73973	2542.62726	-2224.79885	
TOI-1266 b	2.620	0.110	-0.110	4.23000	0.69000	-0.69000	4.25000000000e+02
TOI-1266 c	2.130	0.120	-0.120	2.88000	0.80000	-0.80000	3.54000000000e+02
HD 6860 b							
HD 63935 b	2.990	0.140	-0.140	10.80000	1.80000	-1.80000	9.11000000000e+02
TOI-1420 b	11.890	0.330	-0.330	25.10000	3.80000	-3.80000	9.57000000000e+02
Kepler-444 f	0.741	0.041	-0.040				
Kepler-62 c	0.540	0.030	-0.030	4.00000			5.78000000000e+02
Kepler-50 b	1.710	0.050	-0.100				
Kepler-65 c	2.580	0.060	-0.060				
Kepler-65 d	1.520	0.040	-0.040				
Kepler-11 c	2.870	0.050	-0.060	2.90000	2.90000	-1.60000	
Kepler-11 f	2.490	0.040	-0.070	2.00000	0.80000	-0.90000	
Kepler-11 g	3.330	0.060	-0.080	25.00000			
Kepler-56 b	6.510	0.290	-0.280	22.10000	3.90000	-3.60000	
KOI-351 h	11.300	1.000	-1.000				
KOI-351 g	8.100	0.800	-0.800				
KOI-351 f	2.880	0.520	-0.520				
Kepler-92 c	2.600	0.080	-0.080	6.10000	1.80000	-1.80000	
Kepler-314 c	2.900	0.430	-0.430				
Kepler-334 c	1.430	0.260	-0.260				
Kepler-104 c	3.130	0.550	-0.550				
Kepler-104 d	3.580	0.610	-0.610				
Kepler-126 d	2.500	0.050	-0.050				
Kepler-134 b	2.000	0.390	-0.390				
Kepler-139 c	3.380	0.690	-0.690				
Kepler-220 c	1.570	0.090	-0.090				
Kepler-197 b	1.020	0.040	-0.040				
Kepler-403 c	1.750	0.320	-0.320				
Kepler-130 d	1.640	0.160	-0.160				
Kepler-100 b	1.320	0.040	-0.040	7.34000	3.20000	-3.20000	
Kepler-48 b	1.880	0.100	-0.100	3.94000	2.10000	-2.10000	
Kepler-100 c	2.200	0.050	-0.050	7.05000			
Kepler-106 c	2.500	0.320	-0.320	10.44000	3.20000	-3.20000	
HD 260655 c	1.533	0.051	-0.046	3.09000	0.48000	-0.48000	5.57000000000e+02
TOI-5205 b	11.600	0.300	-0.300	343.00000	18.00000	-17.00000	7.37000000000e+02
HD 109833 b	2.888	0.152	-0.127				
TOI-4515 b	12.170	0.430	-0.430	637.00000	17.00000	-17.00000	7.05000000000e+02
TOI-2373 b	10.424	0.224	-0.224	2955.80419	63.56568	-63.56568	8.60000000000e+02
Kepler-522 b	6.910	1.500	-1.210				
TOI-4010 b	3.020	0.080	-0.080	11.00000	1.29000	-1.27000	1.44100000000e+03
TOI-1272 b	4.140	0.210	-0.210	24.60000	2.30000	-2.30000	9.61000000000e+02
HD 109833 c	2.590	0.196	-0.175				
HD 13908 b							
HD 159243 b							
HAT-P-64 b	19.089	0.785	-0.785	184.34048	57.20911	-41.31769	1.76600000000e+03
HATS-69 b	10.593	0.247	-0.247	183.38791			1.29570000000e+03
nu Oct A b				762.78818	63.56568	-95.34852	
Kepler-23 d	2.200	0.090	-0.090				
Kepler-244 c	2.050	0.870	-0.870				
Kepler-336 d	2.370	0.480	-0.480				
Kepler-349 b	1.900	0.720	-0.720				
HD 41004 A b							
HD 41004 B b							
K2-390 b	4.662	0.313	-0.343				
TOI-178 c	1.669	0.114	-0.099	4.77000	0.55000	-0.68000	8.73000000000e+02
TOI-2416 b	9.864	0.224	-0.224	953.48522	31.78284	-28.60456	1.08000000000e+03
TOI-178 e	2.207	0.088	-0.090	3.86000	1.25000	-0.94000	6.00000000000e+02
TOI-178 g	2.870	0.140	-0.130	3.94000	1.31000	-1.62000	4.70000000000e+02
TOI-2524 b	11.209	0.224	-0.336	203.41018	12.71314	-12.71314	1.10000000000e+03
TOI-178 b	1.152	0.073	-0.070	1.50000	0.39000	-0.44000	1.04000000000e+03
TOI-3884 b	6.000	0.180	-0.180	16.50000	3.50000	-1.80000	4.63000000000e+02
K2-285 d	2.480	0.060	-0.060	6.50000			6.19900000000e+02
TOI-4342 c	2.415	0.043	-0.040				5.08900000000e+02
TOI-2207 b	11.153	0.314	-0.303	203.41018	31.78284	-38.13941	1.25900000000e+03
HAT-P-61 b	10.077	0.303	-0.303	335.94463	22.24799	-22.24799	1.50500000000e+03
TOI-277 b	2.650	0.180	-0.180				
NGTS-5 b	12.733	0.258	-0.258	72.78307	11.75971	-11.75971	9.52000000000e+02
Kepler-88 d							
KOI-142 c				214.10000	5.20000	-5.20000	
Kepler-338 d	3.000	0.280	-0.280				
Kepler-1130 b	0.800	0.160	-0.030				
KOI-351 d	2.870	0.300	-0.300				
Kepler-197 c	1.230	0.040	-0.040				
TOI-1820 b	12.778	0.224	-0.224	731.00534	63.56568	-63.56568	1.37500000000e+03
Kepler-129 c	2.520	0.070	-0.070	43.00000	13.00000	-12.00000	
Kepler-129 d							
Kepler-1710 b	3.197						
Kepler-1130 d	0.645						
Kepler-454 c							
Kepler-10 b	1.470	0.030	-0.020	3.26000	0.30000	-0.30000	2.18800000000e+03
Kepler-20 f	0.952	0.047	-0.087	1.40000			6.81000000000e+02
Kepler-37 b	0.310	0.006	-0.008	0.79000			7.18000000000e+02
Kepler-102 b	0.460	0.026	-0.026	1.10000			8.57000000000e+02
Kepler-103 b	3.486	0.057	-0.054	9.80000	3.90000	-3.90000	9.73000000000e+02
Kepler-109 c	2.650	0.120	-0.120	8.20000			8.59000000000e+02
Kepler-454 b	2.370	0.130	-0.130	5.40000	1.40000	-1.40000	9.16000000000e+02
Kepler-538 b	2.215	0.040	-0.034	12.90000	2.90000	-2.90000	4.17000000000e+02
Kepler-48 f							
Kepler-720 b	8.410	1.610	-0.800				
TOI-2421 b	10.368	0.392	-0.381	105.83686	25.10844	-25.10844	1.53400000000e+03
Kepler-164 c	2.730	0.520	-0.520				
HD 11977 b							
KMT-2021-BLG-1770L b				6674.39655	9217.02380	-3813.94088	
WASP-182 b	9.528	0.336	-0.336	47.03884	3.49613	-3.49613	1.47900000000e+03
CoRoT-9 b	11.949	0.841	-0.706	266.97720	15.89150	-15.89150	4.20000000000e+02
Ross 458 c	14.011			1906.98000			
Kepler-619 b	3.160	0.650	-0.310				
CoRoT-20 c							
GJ 876 b				723.22350	1.43020	-1.43020	
GJ 876 c				226.98460	1.23950	-1.23950	
ups And c							
HD 206893 b	14.011	0.224	-0.224	8899.19540	699.22250	-667.43965	1.42920000000e+03
HD 206893 c	16.365	2.018	-0.673	4036.42077	381.39409	-317.82841	1.18190000000e+03
OGLE-TR-56 b	15.278	1.031	-1.009	441.77000	57.21000	-54.03000	2.21200000000e+03
Kepler-1513 b	8.594	0.036	-0.022	48.30992	33.05415	-19.38753	
Kepler-1513 c				84.54236	31.14718	-20.02319	
GJ 724 b							6.11000000000e+02
GJ 3988 b							3.48000000000e+02
HIP 66074 b				1589.14204	635.65681	-635.65681	
K2-165 c	1.554	0.209	-0.110				
NGTS-11 b	9.158	0.314	-0.359	109.33352	29.24036	-23.20159	4.35000000000e+02
HD 7924 c							5.83600000000e+02
Kepler-46 c				119.49900	6.67400	-6.03900	4.55000000000e+02
TOI-2257 b	2.194	0.113	-0.111				2.56000000000e+02
HD 134606 c							
HD 134606 d							
HD 134606 e							
TOI-2260 b	1.620	0.130	-0.130				2.60900000000e+03
HD 134606 f							
HD 94771 b							
HIP 94235 b	3.000	0.320	-0.280	379.00000			1.06000000000e+03
Wendelstein-2 b	12.993	0.229	-0.235	232.33373	171.94603	-98.84513	2.47000000000e+03
TOI-2025 b	11.893	0.370	-0.347	1144.18227	104.88337	-104.88337	1.16600000000e+03
Kepler-1880 b	2.117						
HD 114729 b							
HD 128311 c				1204.25787	293.67492	-137.30256	
TOI-2545 b	2.750						
TOI-2018 b	2.268	0.069	-0.069	9.20000	2.10000	-2.10000	
GJ 486 b	1.305	0.063	-0.067	2.82000	0.11000	-0.12000	7.01000000000e+02
Kepler-1919 b	2.624						
K2-358 b	2.680	0.170	-0.140				8.88000000000e+02
Gaia-2 b	14.818	0.146	-0.146	259.66581	14.93794	-14.93794	
Kepler-1821 b	2.592						
Kepler-1914 b	2.943						
Kepler-1600 c	1.942						
Kepler-783 b	0.780	0.040	-0.080				
TOI-2427 b	1.800	0.120	-0.120				1.11700000000e+03
Kepler-164 b	1.410	0.280	-0.280				
Kepler-975 b	1.480	0.060	-0.090				
Kepler-1471 b	1.410	0.200	-0.140				
KMT-2021-BLG-1105L b				413.17693	216.12332	-216.12332	
KMT-2018-BLG-0885L b				9217.02380	12395.30787	-6038.73973	
NGTS-25 b	11.467	0.392	-0.583	203.09235	18.43405	-16.52708	1.10100000000e+03
OGLE-2006-BLG-284L A b				144.00000	137.00000	-82.00000	
KMT-2021-BLG-1077L b				69.92225	98.52681	-38.13941	
KMT-2021-BLG-1077L c				79.45710	111.23994	-41.31769	
MOA-2020-BLG-135L b				11.30000	19.20000	-6.90000	
TOI-139 b	2.457	0.212	-0.124				5.61170000000e+02
GJ 674 b							
KMT-2018-BLG-1743L b				77.86796	107.74383	-42.90683	
HN Peg b	11.777	1.527	-0.654	6991.57000	2996.39000	-2996.39000	
Kepler-1736 b	3.877						
Kepler-1514 b	12.420	0.258	-0.258	1678.14240	69.92260	-69.92260	3.87900000000e+02
Kepler-1468 b	1.730	0.410	-0.190				
Kepler-1895 b	2.119						
Kepler-1321 b	4.920	0.600	-0.610				
HD 156668 c							
KMT-2020-BLG-0414L b				0.96000	0.15000	-0.13000	
KMT-2020-BLG-0414L c				4894.55747	1048.83374	-1048.83374	
Kepler-33 d	5.350	0.490	-0.490				
GJ 720 A b							4.01000000000e+02
G 264-012 b							5.87000000000e+02
G 264-012 c							3.87000000000e+02
GJ 393 b							4.85000000000e+02
GJ 3021 b							3.50000000000e+02
HD 190360 c							
HD 102365 b							
OGLE-2012-BLG-0563L b				120.00000	44.00000	-73.00000	
GJ 143 b	2.610	0.170	-0.160	22.70000	2.20000	-1.90000	4.22000000000e+02
LHS 475 b	0.991	0.050	-0.050				5.86000000000e+02
TOI-2583 A b	14.460	0.448	-0.370	79.45710	18.43405	-17.79839	1.45600000000e+03
TOI-2796 b	17.262			139.84450	31.78284	-34.96112	1.20500000000e+03
TOI-3976 A b	12.274	0.404	-0.392	55.61997	11.75965	-11.44182	1.29500000000e+03
TOI-969 b	2.765	0.088	-0.097	9.10000	1.00000	-1.00000	9.41000000000e+02
WASP-59 b	8.687	0.762	-0.762	274.27600	14.30200	-14.30200	6.70000000000e+02
TOI-1062 b	2.265	0.096	-0.091	10.15000	0.81000	-0.84000	1.07700000000e+03
HD 164595 b							
Kepler-52 c	1.840			45.40000			
TOI-1052 c							7.19000000000e+02
HD 23472 e	0.818	0.080	-0.065	0.72000	0.28000	-0.27000	7.23000000000e+02
TOI-2196 b	3.510	0.150	-0.150	26.00000	1.30000	-1.30000	1.86000000000e+03
KMT-2021-BLG-0240L b				66.74397	38.13941	-34.96112	
Kepler-169 d	1.250	0.090	-0.090				
Kepler-171 d	1.890	0.900	-0.900				
Kepler-215 e	1.750	0.410	-0.410				
Kepler-372 d	1.690	0.730	-0.730				
Kepler-274 c	1.840	1.000	-1.000				
Kepler-549 b	2.570	0.230	-0.170				
Kepler-656 b	3.120	0.210	-0.340				
Kepler-1162 b	2.210	0.500	-0.210				
Kepler-1181 b	1.570	0.650	-0.260				
Kepler-896 b	2.530	0.180	-0.190				
Kepler-1518 b	3.050	0.920	-0.630				
TOI-332 b	3.200	0.160	-0.110	57.20000	1.60000	-1.60000	1.87100000000e+03
TOI-1736 b	2.440	0.180	-0.180	12.80000	1.80000	-1.80000	1.07600000000e+03
TOI-2000 c	8.140	0.310	-0.300	81.70000	4.70000	-4.60000	1.03800000000e+03
TOI-2364 b	8.608	0.258	-0.202	71.51139	13.66662	-15.57359	1.09100000000e+03
TOI-2498 b	6.060	0.290	-0.270	34.62000	4.10000	-4.09000	1.44300000000e+03
TOI-2587 A b	12.072	0.471	-0.448	69.28659	17.16273	-14.62011	1.44500000000e+03
TOI-4145 A b	13.305	0.359	-0.347	136.66622	41.31769	-41.31769	1.07400000000e+03
TOI-198 b	1.440	0.080	-0.080				3.68000000000e+02
HD 23472 f	1.137	0.084	-0.077	0.77000	0.44000	-0.40000	6.30000000000e+02
HD 207496 b	2.250	0.120	-0.100	6.10000	1.60000	-1.60000	7.43000000000e+02
HD 23472 c	1.870	0.120	-0.110	3.41000	0.88000	-0.81000	4.67000000000e+02
NGTS-14 A b	4.977	0.336	-0.336	29.24036	3.81396	-3.81396	1.14300000000e+03
TOI-1221 b	2.910	0.130	-0.120	1112.39942			4.40000000000e+02
TOI-1937 A b	13.978	0.661	-0.695	638.83510	54.03083	-50.85255	2.09700000000e+03
TOI-2803 A b	18.114	0.381	-0.359	309.88270	26.37976	-22.24799	1.89300000000e+03
TOI-2842 b	12.845	0.572	-0.538	117.59651	16.52708	-14.93794	1.47100000000e+03
TOI-1736 c				2800.00000	500.00000	-200.00000	2.49000000000e+02
HD 23472 b	2.000	0.110	-0.100	8.32000	0.78000	-0.79000	5.43000000000e+02
K2-415 b	1.015	0.051	-0.005	7.50000			4.12400000000e+02
TOI-913 b	2.453	0.127	-0.101				7.12010000000e+02
TOI-2000 b	2.700	0.150	-0.150	11.00000	2.40000	-2.40000	1.48800000000e+03
TOI-2977 b	13.159	0.347	-0.303	533.95172	82.63539	-79.45710	1.54400000000e+03
K2-371 b	13.024	0.921	-0.868				
HD 21749 c	0.892	0.064	-0.058	3.70000			7.01000000000e+02
LHS 1815 b	1.088	0.064	-0.064	1.58000	0.64000	-0.60000	
TOI-444 b	2.770	0.200	-0.200				6.09000000000e+02
TOI-470 b	4.340	0.290	-0.290				6.60000000000e+02
TOI-715 b	1.550	0.064	-0.064				2.34000000000e+02
TOI-836 b	1.704	0.067	-0.067	4.53000	0.92000	-0.86000	8.71000000000e+02
HD 56414 b	3.710	0.200	-0.200				1.13300000000e+03
TOI-1416 b	1.620	0.080	-0.080	3.48000	0.47000	-0.47000	1.51700000000e+03
TOI-2459 b	2.953	0.092	-0.066				4.45010000000e+02
TOI-2525 c	10.133	0.112	-0.112	208.81326	9.85268	-10.17051	
TOI-3023 b	16.432	0.482	-0.359	197.05361	31.78284	-28.60456	1.59600000000e+03
TOI-3082 b	3.662	0.146	-0.145				1.03278000000e+03
TOI-3912 b	14.280	0.460	-0.448	129.03833	22.56582	-21.61233	1.51200000000e+03
TOI-4551 b	11.859	1.233	-0.695	473.56433	41.31769	-41.31769	
TOI-858 B b	14.067	0.437	-0.437	349.61125	25.42627	-22.24799	1.52900000000e+03
KMT-2021-BLG-0171L b				11.20000	5.50000	-4.50000	
HD 141937 b							
HD 162020 b							
TYC 8998-760-1 b				4449.62000	953.49000	-953.49000	
TYC 8998-760-1 c	12.330	6.725	-3.363	1906.98000	317.83000	-317.83000	1.24000000000e+03
iot Dra c							
GJ 179 b							
HD 190984 b							
HD 150706 b							
HD 108341 b							
HD 68402 b							
HD 154345 b							
HD 213240 b							
HD 222155 b							
HD 117207 b							
HD 26161 b				9045.39646	6372.14173	-70.55791	
MOA-2020-BLG-208L b				46.00000	42.00000	-24.00000	
KMT-2017-BLG-0673L b				1166.43025	689.68764	-657.90480	
GJ 1002 b							2.30900000000e+02
GJ 1002 c							1.81700000000e+02
HD 45364 b							
HD 45364 c							
HD 27631 b							
HD 188641 b				9333.03117	1901.88519	-1179.77905	
HD 106515 A b				3025.09078	2029.33438	-40.68204	
HD 11112 b				2598.56506	199.27841	-1017.05090	
HD 111232 b				2531.50326	358.51044	-152.23981	
HD 125271 b				3465.60095	596.24609	-398.23899	
HD 136118 b				4164.18779	428.75052	-402.05293	
HD 145934 b				658.54046	519.33162	-15.25576	
HD 168863 b				2154.87660	354.06085	-348.33993	
HD 194490 b				3561.90296	560.64931	-422.39395	
HD 219077 b				3057.50928	318.14624	-232.96822	
HD 224538 b				2075.73733	583.53296	-110.92211	
HD 29985 b				1739.47487	617.85842	-367.72747	
HD 30177 b				2670.71210	394.42505	-155.41809	
HD 457 b				8445.33643	5952.29041	-3798.68512	
HD 62549 b				2707.58020	665.21486	-330.54154	
HD 72659 c				5977.08102	1411.79378	-1524.30504	
HD 80883 b				1748.05624	390.92894	-335.62680	
HD 86264 b				3117.26102	3741.79384	-608.95923	
HD 8673 b				4210.59074	536.49435	-450.04502	
HD 97037 b				6707.76853	622.94368	-657.90480	
14 Her b				2559.47216	518.69596	-280.64248	
bet Pic b				3727.80939	742.76499	-678.56365	
TOI-4127 b	12.285	0.437	-0.359	731.00534	34.96112	-34.96112	6.05100000000e+02
HD 1397 b	11.500	0.280	-0.303	131.89945	6.35660	-6.35660	1.22830000000e+03
Kepler-1745 b	1.929						
Kepler-1899 b	1.551						
Kepler-305 c	3.300	0.820	-0.330	6.00000	2.40000	-2.20000	
Kepler-1917 b	1.890						
Kepler-352 c	1.240	0.100	-0.100				
Kepler-1761 b	1.391						
Kepler-205 c	1.640	0.120	-0.120				
NGTS-12 b	11.747	0.359	-0.359	66.10864	6.99226	-6.99226	1.25700000000e+03
NGTS-18 b	13.563	2.018	-2.018	129.99182	25.74410	-20.02319	1.38100000000e+03
OGLE-2018-BLG-1269L b				210.00000	130.00000	-67.00000	
TOI-2570 b	13.641	0.392	-0.381	260.61929	20.02319	-20.65885	1.43100000000e+03
HD 213472 b							
Kepler-511 b	6.350	1.400	-1.020				
